,make,model,price,total_weight,motor_nominal_output,estimated_min_range,estimated_max_range,battery_watt_hours,url
211,VoltBike,Bravo,1599.0,59.4,500.0,25.0,60.0,614.4,https://electricbikereview.com/voltbike/bravo/
212,Revolve,TheChopper,1800.0,63.2,500.0,25.0,40.0,624.0,https://electricbikereview.com/revolve/the-chopper/
213,VoltBike,Yukon750,1699.0,67.0,750.0,35.0,75.0,768.0,https://electricbikereview.com/voltbike/yukon-750/
214,BULLS,LACUBAEVOLITE,4799.0,54.7,250.0,40.0,100.0,750.0,https://electricbikereview.com/bulls/lacuba-evo-lite/
215,CaliforniaBicycleFactory,RetroS,2499.0,50.0,250.0,15.0,35.0,384.0,https://electricbikereview.com/california-bicycle-factory/retro-s/
216,AddMotoR,M-60L7,1799.0,77.2,750.0,20.0,50.0,556.8,https://electricbikereview.com/addmotor/m-60-l7/
217,FTHPower,X2-FAbyss,1999.0,79.0,750.0,40.0,80.0,1113.6,https://electricbikereview.com/fth-power/x2-f-abyss/
218,EUNORAU,FAT-AWD,1700.0,62.0,750.0,7.0,30.0,480.0,https://electricbikereview.com/eunorau/fat-awd/
219,IZIP,E3Brio,1699.0,55.3,250.0,15.0,50.0,417.6,https://electricbikereview.com/izip/e3-brio/
220,Tern,GSDS00,4999.0,71.5,250.0,30.0,160.0,482.4,https://electricbikereview.com/tern/gsd-s00/
221,UrbanArrow,Family,5995.0,104.0,250.0,20.0,50.0,417.6,https://electricbikereview.com/urban-arrow/family/
222,MAXFOOT,MF19,2599.0,60.4,750.0,30.0,60.0,672.0,https://electricbikereview.com/maxfoot/mf19/
223,Yamaha,CrossConnect,2999.0,49.4,250.0,30.0,80.0,489.6,https://electricbikereview.com/yamaha/cross-connect/
224,IZIP,E3Edge,1999.0,52.2,350.0,25.0,50.0,417.6,https://electricbikereview.com/izip/e3-edge/
225,Aventon,Pace500,1399.0,49.8,500.0,30.0,60.0,556.8,https://electricbikereview.com/aventon/pace-500/
226,IZIP,E3Loma,1699.0,55.2,250.0,15.0,50.0,396.0,https://electricbikereview.com/izip/e3-loma/
227,Raleigh,ReduxiE,3499.0,51.2,350.0,25.0,65.0,482.4,https://electricbikereview.com/raleigh/redux-ie/
228,IZIP,E3Simi,1599.0,52.3,250.0,15.0,50.0,417.6,https://electricbikereview.com/izip/e3-simi/
229,RadPowerBikes,RadRover,1499.0,68.0,750.0,25.0,45.0,672.0,https://electricbikereview.com/rad-power-bikes/2019-radrover/
230,RadPowerBikes,2019RadMiniStep-Thru,1499.0,68.0,750.0,25.0,45.0,672.0,https://electricbikereview.com/rad-power-bikes/2019-radmini-step-thru/
231,RadPowerBikes,2019RadMiniHigh-Step,1499.0,67.0,750.0,25.0,45.0,672.0,https://electricbikereview.com/rad-power-bikes/2019-radmini/
232,RadPowerBikes,RadCityStep-Thru,1499.0,65.0,750.0,25.0,45.0,672.0,https://electricbikereview.com/rad-power-bikes/2019-radcity-step-thru/
233,RadPowerBikes,RadCity3,1499.0,63.0,750.0,25.0,45.0,672.0,https://electricbikereview.com/rad-power-bikes/2019-radcity/
234,RadPowerBikes,RadWagon,1499.0,73.0,750.0,25.0,45.0,672.0,https://electricbikereview.com/rad-power-bikes/radwagon/
235,Raleigh,DetouriE,2299.0,48.3,250.0,30.0,60.0,417.6,https://electricbikereview.com/raleigh/detour-ie/
236,IZIP,E3TRLZ,1599.0,52.1,250.0,15.0,50.0,417.6,https://electricbikereview.com/izip/e3-trlz/
237,Raleigh,LoreDSiE,4599.0,57.0,350.0,25.0,65.0,482.4,https://electricbikereview.com/raleigh/lore-ds-ie/
238,Gazelle,ArroyoC8HMBElite,3599.0,58.2,250.0,40.0,100.0,482.4,https://electricbikereview.com/gazelle/arroyo-c8-hmb-elite/
239,BULLS,SIX50EVOAM4,7899.0,54.4,250.0,30.0,85.0,482.4,https://electricbikereview.com/bulls/six50-evo-am-4-sram/
240,BULLS,ICONICEVOTR1,5099.0,60.4,350.0,30.0,85.0,482.4,https://electricbikereview.com/bulls/iconic-evo-tr-1/
241,BULLS,GRINDEREVO,4999.0,52.5,350.0,30.0,85.0,482.4,https://electricbikereview.com/bulls/grinder-evo/
242,PEGASUS,PREMIOSPORT,3799.0,57.5,250.0,40.0,100.0,482.4,https://electricbikereview.com/pegasus/premio-sport/
243,EUNORAU,E-TORQUE,1599.0,54.5,350.0,20.0,45.0,450.0,https://electricbikereview.com/eunorau/e-torque/
244,Gazelle,MedeoT9,1999.0,50.0,250.0,40.0,100.0,396.0,https://electricbikereview.com/gazelle/medeo-t9/
245,BULLS,AMINGAEVOTR2,4899.0,54.7,250.0,30.0,85.0,482.4,https://electricbikereview.com/bulls/aminga-eva-tr-2/
246,E-Lux,TahoeSport,2995.0,78.0,750.0,30.0,65.0,960.0,https://electricbikereview.com/e-lux/tahoe-sport/
247,Trek,DualSport+,3599.0,45.7,250.0,40.0,100.0,482.4,https://electricbikereview.com/trek/dual-sport-plus/
248,E-Lux,Monaco,1995.0,54.7,500.0,25.0,55.0,504.0,https://electricbikereview.com/e-lux/monaco/
249,E-Lux,Monaco,1995.0,54.7,500.0,25.0,55.0,504.0,https://electricbikereview.com/e-lux/monaco/
250,BULLS,E-STREAMEVO45AM,5499.0,55.9,250.0,35.0,85.0,647.5,https://electricbikereview.com/bulls/bulls-e-stream-evo-45-am/
251,EVELO,Galaxy24,2999.0,57.2,350.0,25.0,55.0,468.0,https://electricbikereview.com/evelo/galaxy-24/
252,PEGASUS,PREMIOE8,3899.0,54.5,250.0,40.0,100.0,482.4,https://electricbikereview.com/pegasus/premio-e8/
253,Riese&amp;Müller,MultichargerVario,5809.0,75.9,250.0,30.0,160.0,482.4,https://electricbikereview.com/riese-muller/multicharger-vario/
254,Motiv,Stash,1549.0,49.9,350.0,15.0,30.0,324.0,https://electricbikereview.com/motiv/stash/
255,PEGASUS,PREMIONu,4699.0,63.9,250.0,30.0,85.0,482.4,https://electricbikereview.com/pegasus/premio-nu/
256,Riese&amp;Müller,CultureGTVario,6289.0,71.2,250.0,30.0,85.0,482.4,https://electricbikereview.com/riese-muller/culture-gt-vario/
257,BULLS,STURMVOGELEVOStreet,3999.0,58.2,250.0,35.0,100.0,647.5,https://electricbikereview.com/bulls/sturmvogel-evo-street/
258,Velec,R48,2299.0,65.5,500.0,25.0,55.0,528.0,https://electricbikereview.com/velec/r48/
259,BULLS,CrossLiteEVO,4399.0,49.9,250.0,30.0,85.0,482.4,https://electricbikereview.com/bulls/cross-lite-evo/
260,Riese&amp;Müller,Load75TouringHS,8329.0,85.0,350.0,30.0,160.0,482.4,https://electricbikereview.com/riese-muller/load-75-touring-hs/
261,Optibike,R15CCarbonFiber,13900.0,66.5,1650.0,50.0,100.0,1534.0,https://electricbikereview.com/optibike/r15c-carbon-fiber/
262,EccoBike,Nashorn,1649.0,66.5,750.0,15.0,30.0,624.0,https://electricbikereview.com/eccobike/nashorn/
263,Riese&amp;Müller,NevoGXRohloff,7099.0,62.5,250.0,30.0,160.0,482.4,https://electricbikereview.com/riese-muller/nevo-gx-rohloff/
264,Trivel,E-Azteca,3695.0,78.5,350.0,20.0,45.0,499.2,https://electricbikereview.com/trivel/e-azteca/
265,CIVIBIKES,Cheetah,2299.0,75.8,750.0,20.0,50.0,624.0,https://electricbikereview.com/civi-bikes/cheetah/
266,Riese&amp;Müller,HomageGTTouringHS,6759.0,73.6,350.0,30.0,160.0,482.4,https://electricbikereview.com/riese-muller/homage-gt-touring-hs/
267,AddMotoR,MOTANM-560,1699.0,68.0,500.0,15.0,30.0,499.2,https://electricbikereview.com/addmotor/motan-m-560/
268,CIVIBIKES,Rebel1.0,1299.0,60.0,500.0,15.0,30.0,624.0,https://electricbikereview.com/civi-bikes/rebel-1-0/
269,EVELO,DeltaX,3999.0,64.7,750.0,20.0,45.0,556.8,https://electricbikereview.com/evelo/delta-x/
270,Fantic,XF1IntegraEnduro160,6490.0,55.0,250.0,35.0,90.0,630.0,https://electricbikereview.com/fantic/xf1-integra-enduro-160/
271,CIVIBIKES,Predator,1399.0,62.4,500.0,15.0,30.0,624.0,https://electricbikereview.com/civi-bikes/predator/
272,CUBE,ReactionHybridPro500,3399.0,52.8,250.0,30.0,85.0,482.4,https://electricbikereview.com/cube/reaction-hybrid-pro-500/
273,Raleigh,RetroglideiE,2374.0,54.9,350.0,20.0,50.0,417.6,https://electricbikereview.com/raleigh/retroglide-ie/
274,E-Lux,Sierra,1599.0,61.5,500.0,25.0,50.0,504.0,https://electricbikereview.com/e-lux/sierra/
275,CUBE,TouringHybridPro400,3399.0,52.0,250.0,40.0,90.0,396.0,https://electricbikereview.com/cube/touring-hybrid-pro-400/
276,ArielRider,W-Class,1799.0,64.3,500.0,35.0,85.0,844.8,https://electricbikereview.com/ariel-rider/w-class/
277,IZIP,E3Vida,2749.0,47.0,250.0,38.0,88.0,396.0,https://electricbikereview.com/izip/e3-vida/
278,EVELO,Compass,3299.0,85.5,500.0,20.0,45.0,556.8,https://electricbikereview.com/evelo/compass/
279,Fantic,Gravel-X,4290.0,48.0,250.0,45.0,90.0,416.1,https://electricbikereview.com/fantic/gravel-x/
280,Motiv,Werks,2995.0,59.0,700.0,25.0,60.0,768.0,https://electricbikereview.com/motiv/werks/
281,Optibike,RockyMountainCommuter,3995.0,54.2,500.0,20.0,60.0,429.2,https://electricbikereview.com/optibike/rocky-mountain-commuter/
282,Propella,2.27-Speed,1299.0,37.6,250.0,15.0,35.0,244.8,https://electricbikereview.com/propella/2-2-7-speed/
283,EVELO,Aurora,2999.0,64.3,500.0,25.0,45.0,499.2,https://electricbikereview.com/evelo/aurora/
284,SONDORS,FoldSport,999.0,55.1,350.0,20.0,40.0,313.2,https://electricbikereview.com/sondors/fold-sport/
285,EasyMotion,AtomDiamondWavePro,2999.0,59.3,250.0,40.0,85.0,604.8,https://electricbikereview.com/easy-motion/atom-diamond-wave-pro/
286,EasyMotion,RebelLynx5.527.5+PW-X,4999.0,51.2,250.0,48.0,65.0,489.6,https://electricbikereview.com/easy-motion/rebel-lynx-5-5-27-5-plus-pw-x/
287,OHM,City,2999.0,55.3,350.0,30.0,75.0,556.8,https://electricbikereview.com/ohm/city-electric/
288,ArielRider,C-Class,1699.0,66.2,500.0,30.0,70.0,604.8,https://electricbikereview.com/ariel-rider/c-class/
289,IZIP,E3Moda,2999.0,52.8,350.0,30.0,60.0,496.8,https://electricbikereview.com/izip/e3-moda/
290,Blix,Sol,1599.0,48.9,350.0,20.0,55.0,396.0,https://electricbikereview.com/blix/2018-sol/
291,PureCycles,Volta8-Speed,1999.0,37.9,250.0,10.0,25.0,243.6,https://electricbikereview.com/pure-cycles/volta-8-speed/
292,Gazelle,NLC7HMB,2499.0,62.8,250.0,40.0,100.0,482.4,https://electricbikereview.com/gazelle/nl-c8-hmb/
293,Trek,Powerfly7LT,5499.0,52.3,250.0,30.0,80.0,482.4,https://electricbikereview.com/trek/powerfly-7-lt/
294,Haibike,XDUROAllMtn8.0,5000.0,52.3,250.0,48.0,108.0,489.6,https://electricbikereview.com/haibike/xduro-allmtn-8-0/
295,Gazelle,CityZenSpeedT10,2999.0,54.6,350.0,40.0,85.0,482.4,https://electricbikereview.com/gazelle/cityzen-speed-t10/
296,M2SBikes,AllTerrainUltra,2950.0,74.2,750.0,20.0,60.0,696.0,https://electricbikereview.com/m2s-bikes/all-terrain-ultra/
297,Amego,Freedom,1349.0,51.2,350.0,20.0,55.0,480.0,https://electricbikereview.com/amego/freedom/
298,Moustache,Samedi28.3Open,3399.0,56.0,250.0,30.0,75.0,482.4,https://electricbikereview.com/moustache/samedi-28-3-open/
299,Raleigh,LoreiE,3499.0,49.6,350.0,25.0,65.0,482.4,https://electricbikereview.com/raleigh/lore-ie/
300,ElectricBikeCompany,2018ModelC,1950.0,69.2,500.0,20.0,120.0,556.8,https://electricbikereview.com/electric-bike-company/2018-model-c/
301,Raleigh,VentureiE,2499.0,47.0,250.0,38.0,88.0,396.0,https://electricbikereview.com/raleigh/venture-ie/
302,EasyMotion,RebelGravel-XPW,3399.0,42.0,250.0,40.0,105.0,396.0,https://electricbikereview.com/easy-motion/rebel-gravel-x-pw/
303,Velec,R48M,3399.0,68.0,350.0,25.0,65.0,528.0,https://electricbikereview.com/velec/r48m/
304,IZIP,E3PeakDS,3999.0,52.4,250.0,26.0,85.0,482.4,https://electricbikereview.com/izip/e3-peak-ds/
305,Pedego,CityCommuterMidDrive,2995.0,62.8,500.0,25.0,80.0,480.0,https://electricbikereview.com/pedego/city-commuter-mid-drive/
306,Trek,SuperCommuter+7,3599.0,51.7,250.0,30.0,90.0,482.4,https://electricbikereview.com/trek/super-commuter-plus-7/
307,M2SBikes,AllTerrainR750,1750.0,69.2,750.0,20.0,60.0,768.0,https://electricbikereview.com/m2s-bikes/all-terrain-r750/
308,ArielRider,M-Class,1599.0,47.5,500.0,25.0,75.0,556.8,https://electricbikereview.com/ariel-rider/m-class/
309,HillTopper,FolderMTB,1199.0,49.2,350.0,15.0,60.0,396.0,https://electricbikereview.com/hill-topper/folder-mtb/
310,Blix,Vika+,1649.0,49.6,350.0,20.0,55.0,396.0,https://electricbikereview.com/blix/2018-vika-plus/
311,Gazelle,ArroyoC8HMB,3499.0,57.8,250.0,40.0,100.0,482.4,https://electricbikereview.com/gazelle/arroyo-c8-hmb/
312,eProdigy,MagicPro,2999.0,57.5,750.0,30.0,70.0,696.0,https://electricbikereview.com/eprodigy/magic-pro/
313,AddMotoR,MOTANM-60,1599.0,64.1,500.0,15.0,30.0,499.2,https://electricbikereview.com/addmotor/motan-m-60/
314,Espin,Flow,1888.0,53.9,350.0,20.0,50.0,417.6,https://electricbikereview.com/espin/flow/
315,Focus,SAM²,5999.0,49.9,250.0,20.0,50.0,378.0,https://electricbikereview.com/focus/sam-squared/
316,Faraday,PorteurSCivicEdition,3499.0,40.8,250.0,20.0,25.0,298.0,https://electricbikereview.com/faraday/porteur-s-civic-edition/
317,CUBE,StereoRace160Pro50027.5,5999.0,53.2,250.0,25.0,115.0,482.4,https://electricbikereview.com/cube/stereo-race-160-pro-500-27-5/
318,Gocycle,GS,2799.0,37.4,500.0,18.0,50.0,291.6,https://electricbikereview.com/gocycle/gs/
319,Surface604,Colt,1799.0,55.7,500.0,25.0,60.0,499.2,https://electricbikereview.com/surface-604/2018-colt/
320,Blix,VikaTravel,1499.0,40.3,250.0,10.0,40.0,316.8,https://electricbikereview.com/blix/vika-travel/
321,HillTopper,CityUltra,1199.0,45.4,350.0,30.0,60.0,396.0,https://electricbikereview.com/hill-topper/city-ultra/
322,Amego,Elevate,1949.0,56.4,500.0,30.0,65.0,624.0,https://electricbikereview.com/amego/elevate-ebike/
323,Haibike,SDUROTrekking4.0,2500.0,55.5,250.0,40.0,105.0,396.0,https://electricbikereview.com/haibike/sduro-trekking-4-0/
324,Velec,A2,1699.0,55.6,350.0,20.0,60.0,400.0,https://electricbikereview.com/velec/a2/
325,PureCycles,VoltaSingleSpeed,1999.0,36.4,250.0,10.0,25.0,243.6,https://electricbikereview.com/pure-cycles/volta-single-speed/
326,Trivel,E-FatAzteca,3895.0,86.5,500.0,18.0,40.0,499.2,https://electricbikereview.com/trivel/e-fat-azteca/
327,AddMotoR,MOTANM-350,2599.0,82.2,500.0,15.0,35.0,499.2,https://electricbikereview.com/addmotor/motan-m-350/
328,EasyMotion,RebelCrossLitePW,2799.0,49.4,250.0,40.0,105.0,396.0,https://electricbikereview.com/easy-motion/rebel-cross-lite-pw/
329,IZIP,E3Zuma,1899.0,51.3,350.0,20.0,50.0,417.6,https://electricbikereview.com/izip/e3-zuma/
330,Surface604,Shred,1899.0,57.3,500.0,20.0,45.0,499.2,https://electricbikereview.com/surface-604/2018-shred/
331,BESV,TRB1AM,4999.0,60.3,250.0,45.0,115.0,762.3,https://electricbikereview.com/besv/trb1-am/
332,Pedego,Elevate,5495.0,51.1,250.0,30.0,60.0,504.0,https://electricbikereview.com/pedego/elevate/
333,DJBikes,DJCityBike,1399.0,58.9,500.0,20.0,35.0,624.0,https://electricbikereview.com/dj-bikes/dj-city-bike/
334,BESV,TRS1,6499.0,41.8,250.0,30.0,60.0,504.0,https://electricbikereview.com/besv/trs1/
335,ElectricBikeCompany,ModelS,1899.0,60.6,500.0,20.0,80.0,480.0,https://electricbikereview.com/electric-bike-company/model-s/
336,EcoMotion,Toure-Road,1299.0,44.6,350.0,22.0,52.0,374.4,https://electricbikereview.com/ecomotion/tour-e-road/
337,Raleigh,TamlandiE,4749.0,46.3,350.0,30.0,60.0,496.8,https://electricbikereview.com/raleigh/tamland-ie/
338,DJBikes,DJMountainBike,1399.0,55.0,500.0,20.0,35.0,624.0,https://electricbikereview.com/dj-bikes/dj-mountain-bike/
339,MoustacheBikes,Lundi26.1,3350.0,52.5,250.0,25.0,65.0,295.2,https://electricbikereview.com/moustache/lundi-26-1/
340,Stromer,ST5,9999.0,66.5,700.0,40.0,112.0,983.0,https://electricbikereview.com/stromer/st5/
341,Blix,Aveny,1899.0,52.3,350.0,20.0,60.0,396.0,https://electricbikereview.com/blix/2018-aveny/
342,Surface604,Rook,1799.0,56.6,500.0,25.0,60.0,499.2,https://electricbikereview.com/surface-604/2018-rook/
343,Pedego,CityCommuterBlackEdition,3795.0,61.2,500.0,25.0,70.0,480.0,https://electricbikereview.com/pedego/city-commuter-black-edition/
344,Haibike,UrbanPlus,3599.0,59.2,500.0,40.0,75.0,489.6,https://electricbikereview.com/haibike/urban-plus/
345,AddMotoR,MOTANM-5800,2699.0,67.0,1000.0,20.0,30.0,840.0,https://electricbikereview.com/addmotor/motan-m-5800/
346,BULLS,CROSSE8,3199.0,56.4,250.0,37.0,118.0,482.4,https://electricbikereview.com/bulls/cross-e8/
347,Electra,LoftGo!8i,2799.0,58.3,250.0,25.0,100.0,396.0,https://electricbikereview.com/electra/loft-go-8i/
348,Surface604,BoarE750Hunter,2199.0,66.5,750.0,25.0,45.0,499.2,https://electricbikereview.com/surface-604/boar-e750-hunter/
349,Amego,2018Infinite,1999.0,59.1,500.0,30.0,65.0,624.0,https://electricbikereview.com/surface-604/boar-e750-hunter/
350,Coboc,ONESoho,5520.0,30.2,250.0,30.0,55.0,352.0,https://electricbikereview.com/amego/2018-infinite/
351,JuicedBikes,RipCurrentS,1699.0,70.9,750.0,30.0,110.0,624.0,https://electricbikereview.com/coboc/one-soho/
352,Haibike,RadiusTour,3000.0,49.2,250.0,53.0,128.0,489.6,https://electricbikereview.com/juiced-bikes/ripcurrent-s/
353,AddMotoR,HithotH1,1699.0,53.7,500.0,20.0,30.0,499.2,https://electricbikereview.com/haibike/radius-tour/
354,iGOElectric,Elite,1799.0,61.5,500.0,30.0,55.0,624.0,https://electricbikereview.com/addmotor/hithot-h1-sport/
355,EnzoeBikes,2018FoldingElectricBike,1699.0,49.5,350.0,20.0,40.0,374.4,https://electricbikereview.com/igo-electric/elite/
356,Desiknio,SingleSpeedUrban,4415.0,28.9,250.0,30.0,50.0,250.0,https://electricbikereview.com/enzo-ebikes/2018-folding-electric-bike/
357,Riese&amp;Müller,SuperchargerGTTouring,5660.0,68.5,250.0,55.0,200.0,964.8,https://electricbikereview.com/desiknio/single-speed-urban/
358,BULLS,CROSSMOVERSPEED,3999.0,53.6,250.0,37.0,92.0,482.4,https://electricbikereview.com/riese-muller/supercharger-gt-touring/
359,Moustache,Friday27.5,3999.0,57.4,250.0,25.0,70.0,482.4,https://electricbikereview.com/bulls/cross-mover-speed/
360,EVELO,QuestMax,2899.0,50.8,350.0,20.0,40.0,367.2,https://electricbikereview.com/moustache/friday-27-5/
361,Propella,V2.0Single-Speed,1199.0,34.2,250.0,15.0,35.0,244.8,https://electricbikereview.com/evelo/quest-max/
362,Populo,LiftV2,1399.0,48.9,250.0,20.0,35.0,313.2,https://electricbikereview.com/propella/v2-0-single-speed/
363,BULLS,E-STREAMEVOAM4,5399.0,54.9,250.0,50.0,130.0,647.5,https://electricbikereview.com/populo/lift-v2/
364,Schwinn,Constance,2499.0,51.3,250.0,25.0,60.0,417.6,https://electricbikereview.com/bulls/e-stream-evo-am-4/
365,Populo,SportV3,999.0,37.2,250.0,20.0,35.0,313.2,https://electricbikereview.com/schwinn/constance/
366,XingTechnologies,Zycle,1499.0,43.5,250.0,12.0,25.0,237.6,https://electricbikereview.com/populo/sport-v3/
367,Trek,Verve+,2299.0,45.6,250.0,38.0,88.0,396.0,https://electricbikereview.com/xing-technologies/zycle/
368,BULLS,URBANEVO,4399.0,51.3,250.0,37.0,92.0,482.4,https://electricbikereview.com/trek/verve-plus/
369,Riese&amp;Müller,Mountain,6389.0,54.6,350.0,25.0,75.0,482.4,https://electricbikereview.com/bulls/urban-evo/
370,BULLS,SIX50EVOAM4,7399.0,56.9,350.0,25.0,70.0,482.4,https://electricbikereview.com/riese-muller/delite-mountain/
371,FLX,Roadster,1799.0,45.8,350.0,20.0,45.0,468.0,https://electricbikereview.com/bulls/six50-evo-am-4/
372,Moustache,Samedi27Trail8,5700.0,52.5,350.0,25.0,65.0,482.4,https://electricbikereview.com/flx/2018-roadster/
373,Riese&amp;Müller,Packster40NuVinci,6369.0,75.2,350.0,25.0,75.0,482.4,https://electricbikereview.com/moustache/samedi-27-trail-8/
374,BULLS,LACUBAEVOE45S,3899.0,55.6,350.0,50.0,130.0,647.5,https://electricbikereview.com/riese-muller/packster-40-nuvinci/
375,FLX,Trail,1899.0,50.3,350.0,20.0,45.0,468.0,https://electricbikereview.com/bulls/lacuba-evo-e45s/
376,BULLS,E-COREDi2FS27.5+,5999.0,53.6,250.0,30.0,60.0,504.0,https://electricbikereview.com/flx/2018-trail/
377,Moustache,Samedi27XROAD5,3799.0,56.3,350.0,25.0,70.0,482.4,https://electricbikereview.com/bulls/e-core-di2-fs-27-5-plus/
378,Riese&amp;Müller,NevoGHNuVinci,4979.0,61.6,350.0,25.0,75.0,482.4,https://electricbikereview.com/moustache/samedi-27-xroad-5/
379,Riese&amp;Müller,NevoGHNuVinci,4979.0,61.6,350.0,25.0,75.0,482.4,https://electricbikereview.com/riese-muller/nevo-gh-nuvinci/
380,BULLS,LACUBAEVOE8,3799.0,56.8,350.0,50.0,130.0,647.5,https://electricbikereview.com/bulls/lacuba-evo-e8/
381,Fuji,Ambient27.5+1.3,3999.0,47.5,250.0,25.0,115.0,482.4,https://electricbikereview.com/fuji/ambient-27-5-plus-1-3/
382,FLXBike,Blade,3999.0,58.8,1000.0,30.0,90.0,840.0,https://electricbikereview.com/flx/blade/
383,Magnum,Metro+,1999.0,59.2,500.0,30.0,60.0,624.0,https://electricbikereview.com/magnum/metro-plus/
384,BULLS,MONSTEREFS,5499.0,55.8,350.0,25.0,70.0,482.4,https://electricbikereview.com/bulls/monster-e-fs/
385,Schwinn,Monroe350,1499.0,45.5,350.0,25.0,55.0,504.0,https://electricbikereview.com/schwinn/monroe-350/
386,Gazelle,AvenueC8,2999.0,52.5,250.0,40.0,70.0,504.0,https://electricbikereview.com/gazelle/avenue-c8/
387,Specialized,TurboLevoCompFat,5000.0,52.3,250.0,25.0,50.0,460.0,https://electricbikereview.com/specialized/turbo-levo-comp-fat/
388,Riese&amp;Müller,RoadsterMixteTouring,3879.0,48.3,350.0,25.0,75.0,482.4,https://electricbikereview.com/riese-muller/roadster-mixte-touring/
389,BULLS,SIX50EVOAM3,5499.0,55.5,350.0,25.0,70.0,482.4,https://electricbikereview.com/jolt-ebike/folding-bike/
390,GenZe,200Series,1899.0,49.9,350.0,15.0,35.0,345.6,https://electricbikereview.com/bulls/six50-evo-am-3/
391,RadPowerBikes,RadBurro,5500.0,220.0,750.0,40.0,80.0,2520.0,https://electricbikereview.com/genze/200-series/
392,CUBE,TouringHybridPro500,3199.0,54.5,250.0,25.0,115.0,482.4,https://electricbikereview.com/rad-power-bikes/2018-radburro/
393,Riese&amp;Müller,Delite25,11099.0,68.3,350.0,50.0,140.0,964.8,https://electricbikereview.com/cube/touring-hybrid-pro-500/
394,RadPowerBikes,2018RadCityStep-Thru,1499.0,63.3,750.0,25.0,45.0,672.0,https://electricbikereview.com/riese-muller/delite-25/
395,RadPowerBikes,2018RadMini,1499.0,63.7,750.0,22.0,42.0,672.0,https://electricbikereview.com/rad-power-bikes/2018-radcity-step-thru/
396,RadPowerBikes,2018RadCity,1499.0,61.0,750.0,25.0,45.0,672.0,https://electricbikereview.com/rad-power-bikes/2018-radmini/
397,RadPowerBikes,2018RadRover,1499.0,66.5,750.0,22.0,42.0,672.0,https://electricbikereview.com/rad-power-bikes/2018-radcity/
398,RadPowerBikes,2018RadWagon,1599.0,72.0,750.0,25.0,45.0,672.0,https://electricbikereview.com/rad-power-bikes/2018-radrover/
399,RadPowerBikes,2018RadWagon,1599.0,72.0,750.0,25.0,45.0,672.0,https://electricbikereview.com/rad-power-bikes/2018-radwagon/
400,Revolve,SteadyEddieTricycle,1200.0,81.0,350.0,20.0,40.0,360.0,https://electricbikereview.com/revolve/steady-eddie-tricycle/
401,BULLS,CRUISERE,3299.0,55.9,250.0,37.0,118.0,482.4,https://electricbikereview.com/bulls/cruiser-e/
402,Moustache,Samedi27X2,6699.0,68.2,250.0,50.0,230.0,964.8,https://electricbikereview.com/moustache/samedi-27-x2/
403,EnzoeBikes,LiteFoldingElectricBike,1399.0,50.2,350.0,15.0,30.0,313.2,https://electricbikereview.com/enzo-ebikes/lite-folding-electric-bike/
404,Junto,Gen1,2222.0,48.9,350.0,30.0,60.0,556.8,https://electricbikereview.com/junto/gen-1/
405,Fuji,E-TraverseClassic+,2799.0,49.3,250.0,35.0,90.0,396.0,https://electricbikereview.com/fuji/e-traverse-classic-plus/
406,Schwinn,Monroe250,1199.0,42.3,250.0,20.0,45.0,417.6,https://electricbikereview.com/schwinn/monroe-250/
407,Flash,V1Bike,1999.0,45.7,500.0,20.0,35.0,417.6,https://electricbikereview.com/flash/v1-bike/
408,BULLS,AMINGATR1,4299.0,53.0,350.0,25.0,70.0,482.4,https://electricbikereview.com/bulls/aminga-tr-1/
409,BULLS,TWENTY4E,2899.0,45.3,250.0,37.0,118.0,482.4,https://electricbikereview.com/bulls/twenty4-e/
410,EmazingBike,Selene73h3h,2000.0,48.5,350.0,18.0,55.0,313.2,https://electricbikereview.com/emazing-bike/selene-73h3h/
411,PIM(PowerInMotion),Archer,1795.0,57.0,750.0,20.0,30.0,384.0,https://electricbikereview.com/pim-bicycles/archer/
412,Magnum,Peak,1999.0,57.5,500.0,30.0,60.0,624.0,https://electricbikereview.com/magnum/peak-29/
413,Specialized,TurboComo2.0,2600.0,47.6,250.0,25.0,60.0,460.0,https://electricbikereview.com/specialized/turbo-como-2-0-low-entry-650b/
414,Populo,Scout,1699.0,54.6,350.0,27.0,50.0,468.0,https://electricbikereview.com/populo/scout/
415,Tern,GSD,3999.0,67.7,250.0,30.0,75.0,396.0,https://electricbikereview.com/tern/gsd/
416,LithiumCycles,Super73,3000.0,74.5,750.0,20.0,35.0,556.8,https://electricbikereview.com/lithium-cycles/super-73/
417,Haibike,2017XDUROAllMtn8.0,6999.0,50.5,350.0,25.0,55.0,482.4,https://electricbikereview.com/haibike/2017-xduro-allmtn-8-0/
418,Focus,JAM²PlusPro,5999.0,46.3,250.0,20.0,50.0,378.0,https://electricbikereview.com/focus/jam-squared-plus-pro/
419,Focus,BOLD²Plus,4899.0,44.1,250.0,20.0,50.0,378.0,https://electricbikereview.com/trek/lift-plus-lowstep/
420,VintageElectric,Scrambler,6995.0,80.7,750.0,20.0,40.0,702.0,https://electricbikereview.com/focus/bold-squared-plus/
421,Focus,Jarifa27Donna,2799.0,48.6,350.0,20.0,65.0,396.0,https://electricbikereview.com/vintage-electric/2018-scrambler/
422,EmazingBike,Coeus73h3h,1800.0,44.9,350.0,18.0,55.0,313.2,https://electricbikereview.com/focus/jarifa-27-donna/
